,key,Computational accuracy,Mutation score
607,PROGRAM_PAGE_REPLACEMENT_ALGORITHMS_SET_2_FIFO,,1.0
608,COUNT_WORDS_APPEAR_EXACTLY_TWO_TIMES_ARRAY_WORDS,,0.9
609,COUNT_WORDS_APPEAR_EXACTLY_TWO_TIMES_ARRAY_WORDS,,0.9
610,ARRAY_RANGE_QUERIES_ELEMENTS_FREQUENCY_VALUE,,0.4
611,ARRAY_RANGE_QUERIES_ELEMENTS_FREQUENCY_VALUE,,0.4
612,FIND_LARGEST_PRIME_FACTOR_NUMBER,,0.6
613,FIND_LARGEST_PRIME_FACTOR_NUMBER,,0.9
614,FIND_LARGEST_PRIME_FACTOR_NUMBER,,1.0
615,SQUARE_ROOT_OF_AN_INTEGER_1,,0.8
616,SQUARE_ROOT_OF_AN_INTEGER_1,,1.0
617,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,,1.0
618,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,,1.0
619,MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,,1.0
620,STEINS_ALGORITHM_FOR_FINDING_GCD,,1.0
621,STEINS_ALGORITHM_FOR_FINDING_GCD,,1.0
622,STEINS_ALGORITHM_FOR_FINDING_GCD,,1.0
623,STEINS_ALGORITHM_FOR_FINDING_GCD,,1.0
624,PRINT_WORDS_STRING_REVERSE_ORDER,,0.8
625,PRINT_WORDS_STRING_REVERSE_ORDER,,0.8
626,COUNT_SET_BITS_IN_AN_INTEGER_3,,1.0
627,FIND_MINIMUM_DIFFERENCE_PAIR_1,,1.0
628,REPLACE_CHARACTER_C1_C2_C2_C1_STRING_S,,0.2
629,MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1,,1.0
630,NUMBER_IS_DIVISIBLE_BY_29_OR_NOT,,0.0
631,PAPER_CUT_MINIMUM_NUMBER_SQUARES,,0.0
632,PAPER_CUT_MINIMUM_NUMBER_SQUARES,,0.8
633,BELL_NUMBERS_NUMBER_OF_WAYS_TO_PARTITION_A_SET,,1.0
634,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,,1.0
635,FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,,1.0
636,MAXIMUM_GAMES_PLAYED_WINNER,,1.0
637,FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,,0.7
638,FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,,0.7
639,MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,,0.7
640,MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,,1.0
641,MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,,1.0
642,COUNT_POSSIBLE_PATHS_TOP_LEFT_BOTTOM_RIGHT_NXM_MATRIX_2,,0.9
643,PATH_MAXIMUM_AVERAGE_VALUE,,0.9
644,RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM_1,,1.0
645,MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,,0.7
646,NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,,0.8
647,SUM_TWO_LARGE_NUMBERS,,1.0
648,COMPOSITE_NUMBER,,0.7
649,COMPOSITE_NUMBER,,0.1
650,COMPOSITE_NUMBER,,0.1
651,COMPOSITE_NUMBER,,0.1
652,CHECK_ARRAY_CONTAINS_CONTIGUOUS_INTEGERS_DUPLICATES_ALLOWED,,0.5
653,NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,,0.5
654,NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,,0.5
655,LONGEST_PALINDROME_SUBSEQUENCE_SPACE,,1.0
656,NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,,1.0
657,REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,,0.7
658,REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,,1.0
659,COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S_1,,1.0
660,FIND_ONE_EXTRA_CHARACTER_STRING_1,,1.0
661,COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S,,1.0
662,RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,,1.0
663,REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,,0.8
664,REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,,0.8
665,CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,,0.2
666,CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,,0.2
667,SUM_FACTORS_NUMBER,,0.8
668,HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP,,0.4
669,STOOGE_SORT,,0.1
670,NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,,0.0
671,SUM_FAI_AJ_PAIRS_ARRAY_N_INTEGERS,,1.0
672,LONGEST_PREFIX_ALSO_SUFFIX_1,,1.0
673,FLOOR_IN_A_SORTED_ARRAY_1,,1.0
674,BINARY_SEARCH,,0.1
675,WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,,1.0
676,MAXIMUM_NUMBER_CHOCOLATES_DISTRIBUTED_EQUALLY_AMONG_K_STUDENTS,,0.6
677,SUBARRAYS_DISTINCT_ELEMENTS,,1.0
678,MAGICAL_INDICES_ARRAY,,1.0
679,FIND_LARGEST_D_IN_ARRAY_SUCH_THAT_A_B_C_D_1,,1.0
680,K_TH_MISSING_ELEMENT_INCREASING_SEQUENCE_NOT_PRESENT_GIVEN_SEQUENCE,,0.3
681,FIBONACCI_MODULO_P,,1.0
