,key,mutation score
212,for__0__FIND_THE_MISSING_NUMBER_1,1.0
213,for__0__COUNT_NUMBER_OF_SOLUTIONS_OF_X2_1_MOD_P_IN_GIVEN_RANGE,0.9
214,for__0__SUM_PAIRWISE_PRODUCTS,1.0
215,for__0__FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING,0.7
216,for__0__FIND_FREQUENCY_EVEN_ODD_NUMBERS_MATRIX,0.0
217,for__0__DIAGONALLY_DOMINANT_MATRIX,0.7
218,for__0__NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
219,for__0__MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,0.30000000000000004
220,for__0__FIND_REPETITIVE_ELEMENT_1_N_1,1.0
221,for__1__K_TH_MISSING_ELEMENT_INCREASING_SEQUENCE_NOT_PRESENT_GIVEN_SEQUENCE,0.30000000000000004
222,while__0__FIBONACCI_MODULO_P,1.0
